,gx1,gx2
566,2941.5982177058404,2925.1854851045096
567,0.0,2969.808586485697
568,0.0,2827.9231539348466
569,0.0,2753.7707902276566
570,0.0,2734.705127506218
571,2744.0750457255926,2748.231393052935
572,0.0,2630.951020398241
573,0.0,2808.8574912134063
574,0.0,2741.7396171146206
575,2693.447939730655,2623.9165307898375
576,0.0,2950.74292376426
577,2677.108425732289,2642.9821935112755
578,0.0,2606.345960502084
579,0.0,2729.1657303314964
580,0.0,2618.377133615116
581,2862.044744713796,2864.5593869440354
582,2754.357962724564,2611.8853576768047
583,0.0,2839.9543270478785
584,2978.733402702127,2820.8886643264404
585,0.0,2956.282320938981
586,3041.254143695875,2988.874249207133
587,0.0,2710.100067610059
588,0.0,2931.677261042822
589,0.0,2846.9888166562832
590,2968.987568703101,2859.0199897693146
591,2958.5040967041496,2963.316810547385
592,0.0,2852.528213831003
593,0.0,2845.4937242225988
594,0.0,2684.54262895031
595,0.0,2722.6739543931844
596,2565.918726743408,2622.421438356153
597,3001.5918286998403,2918.150995496105
598,0.0,2696.5738020633453
599,3022.948494697705,2923.690392670826
600,2684.0488657315955,2629.455927964558
601,0.0,2599.3114708936782
602,2880.1771987119823,2878.0856524907526
603,0.0,2961.8217181137015
604,2702.483101729752,2604.8508680684013
605,0.0,2975.3479836604197
606,3019.768865698023,2826.428061501162
607,0.0,2721.178861959501
608,0.0,2891.098464402672
609,0.0,2592.8196949553653
610,0.0,2610.390265243123
611,0.0,2572.2589398002465
612,3046.5427076953456,2942.756055392263
613,0.0,2585.7852053469637
614,2947.680948705232,2715.639464784781
615,3003.987846699601,2904.624729949389
616,3004.471990699553,2683.0475365166244
617,0.0,2740.2445246809393
618,3005.908402699409,2780.309867686291
619,3010.5280086989474,2929.229789845547
620,0.0,2752.2756977939716
621,2544.428980745557,2641.48710107759
622,0.0,2851.0331213973195
623,2670.1590737329843,2719.6837695258196
624,0.0,2807.362398779726
625,3040.1025926959896,2937.2166582175437
626,0.0,2558.7326742535297
627,2660.735624733926,2738.7494322472576
628,0.0,2799.3755304077304
629,3002.8967356997105,2910.1641271241106
630,0.0,2702.113199238065
631,2955.3853467044614,2954.7872285052977
632,0.0,2733.210035072534
633,2971.5603237028436,2818.441193129166
634,2957.2462727042753,2688.5869336913493
635,0.0,2627.9608355308756
636,2833.916943716609,2615.929662417841
637,2899.060670710094,2714.144372351097
638,0.0,2608.8951728094385
639,0.0,2849.5380289636373
640,2880.1044677119894,2726.7182591342207
641,0.0,2603.3557756347186
642,0.0,2591.3246025216845
643,0.0,2812.9017959544453
644,0.0,2935.7215657838606
645,2926.774212707323,2824.9329690674813
646,0.0,2973.8528912267357
647,0.0,2793.8361332330087
648,0.0,2805.8673063460446
649,2971.7719907028227,2831.967458675884
650,0.0,2596.8639996964066
651,2941.584166705841,2941.2609629585827
652,0.0,2843.998631788917
653,0.0,2695.07870962966
654,0.0,2902.098119972759
655,2937.6312267062367,2830.472366242201
656,0.0,2614.4345699841574
657,2992.8865047007116,2948.295452566982
658,2423.542221757646,2548.1948003996304
659,3023.6057866976394,2669.5212709699113
660,0.0,2837.5068558506055
661,0.0,2707.6525964127854
662,0.0,2847.8101263861367
663,0.0,2663.4672263976186
664,0.0,2589.829510088002
665,0.0,2848.9521496207085
666,0.0,2584.2901129132797
667,2918.2063657081794,2811.068693213073
668,0.0,2863.064294510354
669,0.0,2706.157503979101
670,0.0,2946.8003601333025
671,0.0,2570.763847366564
672,2942.779976705722,2960.3266256800184
673,0.0,2577.798336974967
674,0.0,2739.234139212888
675,2761.291573723871,2517.007782816741
676,0.0,2904.3821664418997
677,2887.1446757112853,2700.618106804381
678,0.0,2850.0941728552766
679,0.0,2609.1792328109955
680,2659.2579397340737,2725.2231667005426
681,0.0,2647.0626892186297
682,0.0,2573.818075718704
683,2569.5924997430407,2595.3689072627194
684,2529.947916747005,2549.006200320392
685,2936.522499706348,2793.522132799513
686,0.0,2542.7512600805553
687,0.0,2462.719789230114
688,0.0,2554.0683630130625
689,0.0,2547.8134227732266
690,0.0,2755.6386763918795
691,2884.176805711582,2702.492706039825
692,2539.093448746091,2484.1097993570106
693,2387.5891667612414,2553.0619774367433
694,2810.7841197189214,2836.0117634169214
695,2920.980693707902,2794.664156034082
696,0.0,2610.3212560455645
697,2644.9149307355087,2517.154388612284
698,0.0,2903.240143207331
699,0.0,2552.875585465894
700,0.0,2600.9083044374415
701,2884.316527711568,2664.609249632189
702,0.0,2527.43870211767
703,2582.1827077417815,2479.0476366643384
704,0.0,2572.437799637934
705,2825.4319437174563,2711.6969011538213
706,2536.360809746364,2489.171962049679
707,2552.036295744797,2522.571525080557
708,0.0,2757.9227228610152
709,2595.8972217404103,2521.023773757789
710,2942.448471705755,2701.3506828052537
711,2617.5626847382437,2526.0859364504568
712,0.0,2812.2107164476415
713,0.0,2756.7806996264485
714,0.0,2490.364739596847
715,0.0,2573.579822872502
716,0.0,2515.9616110651177
717,2630.5048837369495,2549.026416276766
718,0.0,2494.2341247423496
