"(374.0, 197.0, 343.0, 242.0, 659.0, 388.0, 734.0, 375.0)","(374.00000001490116, 197.0, 343.0, 242.0, 659.0, 388.0, 734.0, 375.0)","(374.0, 197.00000001490116, 343.0, 242.0, 659.0, 388.0, 734.0, 375.0)","(374.0, 197.0, 343.00000001490116, 242.0, 659.0, 388.0, 734.0, 375.0)","(374.0, 197.0, 343.0, 242.00000001490116, 659.0, 388.0, 734.0, 375.0)","(374.0, 197.0, 343.0, 242.0, 659.0000000149012, 388.0, 734.0, 375.0)","(374.0, 197.0, 343.0, 242.0, 659.0, 388.00000001490116, 734.0, 375.0)","(374.0, 197.0, 343.0, 242.0, 659.0, 388.0, 734.0000000149012, 375.0)","(374.0, 197.0, 343.0, 242.0, 659.0, 388.0, 734.0, 375.00000001490116)"
-3.452310913252085e-171,-3.452310913252085e-171,-3.452310913252085e-171,-3.452310913252085e-171,-3.452310913252085e-171,-3.4523109772981374e-171,-3.45231099934744e-171,-3.45231099934744e-171,-3.452311012996753e-171
"(377.0, 191.0, 360.0, 160.0, 659.0, 471.0, 643.0, 430.0)","(377.00000001490116, 191.0, 360.0, 160.0, 659.0, 471.0, 643.0, 430.0)","(377.0, 191.00000001490116, 360.0, 160.0, 659.0, 471.0, 643.0, 430.0)","(377.0, 191.0, 360.00000001490116, 160.0, 659.0, 471.0, 643.0, 430.0)","(377.0, 191.0, 360.0, 160.00000001490116, 659.0, 471.0, 643.0, 430.0)","(377.0, 191.0, 360.0, 160.0, 659.0000000149012, 471.0, 643.0, 430.0)","(377.0, 191.0, 360.0, 160.0, 659.0, 471.00000001490116, 643.0, 430.0)","(377.0, 191.0, 360.0, 160.0, 659.0, 471.0, 643.0000000149012, 430.0)","(377.0, 191.0, 360.0, 160.0, 659.0, 471.0, 643.0, 430.00000001490116)"
-3.5879928877415564e-85,-3.5879928877415564e-85,-3.5879928877415564e-85,-3.5879928877415564e-85,-3.5879928877415564e-85,-3.5879929543056514e-85,-3.5879929543056514e-85,-3.5879929717645364e-85,-3.5879929717645364e-85
"(381.0, 168.0, 399.0, 172.0, 742.0, 355.0, 656.0, 396.0)","(381.00000001490116, 168.0, 399.0, 172.0, 742.0, 355.0, 656.0, 396.0)","(381.0, 168.00000001490116, 399.0, 172.0, 742.0, 355.0, 656.0, 396.0)","(381.0, 168.0, 399.00000001490116, 172.0, 742.0, 355.0, 656.0, 396.0)","(381.0, 168.0, 399.0, 172.00000001490116, 742.0, 355.0, 656.0, 396.0)","(381.0, 168.0, 399.0, 172.0, 742.0000000149012, 355.0, 656.0, 396.0)","(381.0, 168.0, 399.0, 172.0, 742.0, 355.00000001490116, 656.0, 396.0)","(381.0, 168.0, 399.0, 172.0, 742.0, 355.0, 656.0000000149012, 396.0)","(381.0, 168.0, 399.0, 172.0, 742.0, 355.0, 656.0, 396.00000001490116)"
-4.3331948613800006e-153,-4.3331948613800006e-153,-4.3331948613800006e-153,-4.3331948613800006e-153,-4.3331948613800006e-153,-4.3331948613800006e-153,-4.333195012932075e-153,-4.333195012932075e-153,-4.333195012932075e-153
"(410.0, 178.0, 428.0, 100.0, 724.0, 386.0, 649.0, 381.0)","(410.00000001490116, 178.0, 428.0, 100.0, 724.0, 386.0, 649.0, 381.0)","(410.0, 178.00000001490116, 428.0, 100.0, 724.0, 386.0, 649.0, 381.0)","(410.0, 178.0, 428.00000001490116, 100.0, 724.0, 386.0, 649.0, 381.0)","(410.0, 178.0, 428.0, 100.00000001490116, 724.0, 386.0, 649.0, 381.0)","(410.0, 178.0, 428.0, 100.0, 724.0000000149012, 386.0, 649.0, 381.0)","(410.0, 178.0, 428.0, 100.0, 724.0, 386.00000001490116, 649.0, 381.0)","(410.0, 178.0, 428.0, 100.0, 724.0, 386.0, 649.0000000149012, 381.0)","(410.0, 178.0, 428.0, 100.0, 724.0, 386.0, 649.0, 381.00000001490116)"
0,0,0,0,0,0,0,0,0
"(431.0, 156.0, 406.0, 232.0, 626.0, 471.0, 616.0, 473.0)","(431.00000001490116, 156.0, 406.0, 232.0, 626.0, 471.0, 616.0, 473.0)","(431.0, 156.00000001490116, 406.0, 232.0, 626.0, 471.0, 616.0, 473.0)","(431.0, 156.0, 406.00000001490116, 232.0, 626.0, 471.0, 616.0, 473.0)","(431.0, 156.0, 406.0, 232.00000001490116, 626.0, 471.0, 616.0, 473.0)","(431.0, 156.0, 406.0, 232.0, 626.0000000149012, 471.0, 616.0, 473.0)","(431.0, 156.0, 406.0, 232.0, 626.0, 471.00000001490116, 616.0, 473.0)","(431.0, 156.0, 406.0, 232.0, 626.0, 471.0, 616.0000000149012, 473.0)","(431.0, 156.0, 406.0, 232.0, 626.0, 471.0, 616.0, 473.00000001490116)"
-1.9421672898701322e-212,-1.9421672898701322e-212,-1.9421672898701322e-212,-1.9421672898701322e-212,-1.9421672898701322e-212,-1.9421673453929117e-212,-1.9421673453929117e-212,-1.942167351299325e-212,-1.942167351299325e-212
