"(366.0, 177.0, 337.0, 136.0, 602.0, 427.0, 672.0, 492.0)","(366.00000001490116, 177.0, 337.0, 136.0, 602.0, 427.0, 672.0, 492.0)","(366.0, 177.00000001490116, 337.0, 136.0, 602.0, 427.0, 672.0, 492.0)","(366.0, 177.0, 337.00000001490116, 136.0, 602.0, 427.0, 672.0, 492.0)","(366.0, 177.0, 337.0, 136.00000001490116, 602.0, 427.0, 672.0, 492.0)","(366.0, 177.0, 337.0, 136.0, 602.0000000149012, 427.0, 672.0, 492.0)","(366.0, 177.0, 337.0, 136.0, 602.0, 427.00000001490116, 672.0, 492.0)","(366.0, 177.0, 337.0, 136.0, 602.0, 427.0, 672.0000000149012, 492.0)","(366.0, 177.0, 337.0, 136.0, 602.0, 427.0, 672.0, 492.00000001490116)"
-8.161040396938303e-134,-8.161040396938303e-134,-8.161040396938303e-134,-8.161040396938303e-134,-8.161040396938303e-134,-8.161040801131003e-134,-8.161040801131003e-134,-8.161040801131003e-134,-8.161040801131003e-134
"(306.0, 137.0, 351.0, 243.0, 665.0, 478.0, 681.0, 451.0)","(306.00000001490116, 137.0, 351.0, 243.0, 665.0, 478.0, 681.0, 451.0)","(306.0, 137.00000001490116, 351.0, 243.0, 665.0, 478.0, 681.0, 451.0)","(306.0, 137.0, 351.00000001490116, 243.0, 665.0, 478.0, 681.0, 451.0)","(306.0, 137.0, 351.0, 243.00000001490116, 665.0, 478.0, 681.0, 451.0)","(306.0, 137.0, 351.0, 243.0, 665.0000000149012, 478.0, 681.0, 451.0)","(306.0, 137.0, 351.0, 243.0, 665.0, 478.00000001490116, 681.0, 451.0)","(306.0, 137.0, 351.0, 243.0, 665.0, 478.0, 681.0000000149012, 451.0)","(306.0, 137.0, 351.0, 243.0, 665.0, 478.0, 681.0, 451.00000001490116)"
-1.6769204437810613e-110,-1.676920446981907e-110,-1.676920446981907e-110,-1.676920446981907e-110,-1.676920446981907e-110,-1.6769204824937237e-110,-1.6769204824937237e-110,-1.6769204824937237e-110,-1.6769204824937237e-110
"(442.0, 117.0, 401.0, 220.0, 684.0, 497.0, 684.0, 466.0)","(442.00000001490116, 117.0, 401.0, 220.0, 684.0, 497.0, 684.0, 466.0)","(442.0, 117.00000001490116, 401.0, 220.0, 684.0, 497.0, 684.0, 466.0)","(442.0, 117.0, 401.00000001490116, 220.0, 684.0, 497.0, 684.0, 466.0)","(442.0, 117.0, 401.0, 220.00000001490116, 684.0, 497.0, 684.0, 466.0)","(442.0, 117.0, 401.0, 220.0, 684.0000000149012, 497.0, 684.0, 466.0)","(442.0, 117.0, 401.0, 220.0, 684.0, 497.00000001490116, 684.0, 466.0)","(442.0, 117.0, 401.0, 220.0, 684.0, 497.0, 684.0000000149012, 466.0)","(442.0, 117.0, 401.0, 220.0, 684.0, 497.0, 684.0, 466.00000001490116)"
-5.01088505862802e-183,-5.01088505862802e-183,-5.0108850750456255e-183,-5.0108850750456255e-183,-5.0108850750456255e-183,-5.010885134314222e-183,-5.010885134314222e-183,-5.010885134314222e-183,-5.010885134314222e-183
"(318.0, 122.0, 324.0, 141.0, 696.0, 374.0, 708.0, 353.0)","(318.00000001490116, 122.0, 324.0, 141.0, 696.0, 374.0, 708.0, 353.0)","(318.0, 122.00000001490116, 324.0, 141.0, 696.0, 374.0, 708.0, 353.0)","(318.0, 122.0, 324.00000001490116, 141.0, 696.0, 374.0, 708.0, 353.0)","(318.0, 122.0, 324.0, 141.00000001490116, 696.0, 374.0, 708.0, 353.0)","(318.0, 122.0, 324.0, 141.0, 696.0000000149012, 374.0, 708.0, 353.0)","(318.0, 122.0, 324.0, 141.0, 696.0, 374.00000001490116, 708.0, 353.0)","(318.0, 122.0, 324.0, 141.0, 696.0, 374.0, 708.0000000149012, 353.0)","(318.0, 122.0, 324.0, 141.0, 696.0, 374.0, 708.0, 353.00000001490116)"
-1.3038330867416182e-142,-1.3038330867416182e-142,-1.3038330868333161e-142,-1.3038330868333161e-142,-1.3038330868333161e-142,-1.3038330998988165e-142,-1.3038331392771621e-142,-1.3038331392771621e-142,-1.30383315076948e-142
"(350.0, 165.0, 316.0, 117.0, 616.0, 429.0, 633.0, 433.0)","(350.00000001490116, 165.0, 316.0, 117.0, 616.0, 429.0, 633.0, 433.0)","(350.0, 165.00000001490116, 316.0, 117.0, 616.0, 429.0, 633.0, 433.0)","(350.0, 165.0, 316.00000001490116, 117.0, 616.0, 429.0, 633.0, 433.0)","(350.0, 165.0, 316.0, 117.00000001490116, 616.0, 429.0, 633.0, 433.0)","(350.0, 165.0, 316.0, 117.0, 616.0000000149012, 429.0, 633.0, 433.0)","(350.0, 165.0, 316.0, 117.0, 616.0, 429.00000001490116, 633.0, 433.0)","(350.0, 165.0, 316.0, 117.0, 616.0, 429.0, 633.0000000149012, 433.0)","(350.0, 165.0, 316.0, 117.0, 616.0, 429.0, 633.0, 433.00000001490116)"
-1.1226360589624159e-139,-1.1226360589624159e-139,-1.1226360589624159e-139,-1.1226360603417271e-139,-1.1226360603417271e-139,-1.1226361079666024e-139,-1.1226361079666024e-139,-1.1226361079666024e-139,-1.1226361079666024e-139
"(356.0, 142.0, 445.0, 165.0, 612.0, 363.0, 639.0, 366.0)","(356.00000001490116, 142.0, 445.0, 165.0, 612.0, 363.0, 639.0, 366.0)","(356.0, 142.00000001490116, 445.0, 165.0, 612.0, 363.0, 639.0, 366.0)","(356.0, 142.0, 445.00000001490116, 165.0, 612.0, 363.0, 639.0, 366.0)","(356.0, 142.0, 445.0, 165.00000001490116, 612.0, 363.0, 639.0, 366.0)","(356.0, 142.0, 445.0, 165.0, 612.0000000149012, 363.0, 639.0, 366.0)","(356.0, 142.0, 445.0, 165.0, 612.0, 363.00000001490116, 639.0, 366.0)","(356.0, 142.0, 445.0, 165.0, 612.0, 363.0, 639.0000000149012, 366.0)","(356.0, 142.0, 445.0, 165.0, 612.0, 363.0, 639.0, 366.00000001490116)"
0,0,0,0,0,0,0,0,0
"(340.0, 125.0, 428.0, 103.0, 605.0, 377.0, 655.0, 356.0)","(340.00000001490116, 125.0, 428.0, 103.0, 605.0, 377.0, 655.0, 356.0)","(340.0, 125.00000001490116, 428.0, 103.0, 605.0, 377.0, 655.0, 356.0)","(340.0, 125.0, 428.00000001490116, 103.0, 605.0, 377.0, 655.0, 356.0)","(340.0, 125.0, 428.0, 103.00000001490116, 605.0, 377.0, 655.0, 356.0)","(340.0, 125.0, 428.0, 103.0, 605.0000000149012, 377.0, 655.0, 356.0)","(340.0, 125.0, 428.0, 103.0, 605.0, 377.00000001490116, 655.0, 356.0)","(340.0, 125.0, 428.0, 103.0, 605.0, 377.0, 655.0000000149012, 356.0)","(340.0, 125.0, 428.0, 103.0, 605.0, 377.0, 655.0, 356.00000001490116)"
-2.3914481759114966e-303,-2.3914481759114966e-303,-2.391448176320733e-303,-2.391448176320733e-303,-2.3914481879170747e-303,-2.3914482913410223e-303,-2.3914482913410223e-303,-2.3914482913410223e-303,-2.3914482913410223e-303
"(331.0, 137.0, 429.0, 170.0, 635.0, 382.0, 604.0, 467.0)","(331.00000001490116, 137.0, 429.0, 170.0, 635.0, 382.0, 604.0, 467.0)","(331.0, 137.00000001490116, 429.0, 170.0, 635.0, 382.0, 604.0, 467.0)","(331.0, 137.0, 429.00000001490116, 170.0, 635.0, 382.0, 604.0, 467.0)","(331.0, 137.0, 429.0, 170.00000001490116, 635.0, 382.0, 604.0, 467.0)","(331.0, 137.0, 429.0, 170.0, 635.0000000149012, 382.0, 604.0, 467.0)","(331.0, 137.0, 429.0, 170.0, 635.0, 382.00000001490116, 604.0, 467.0)","(331.0, 137.0, 429.0, 170.0, 635.0, 382.0, 604.0000000149012, 467.0)","(331.0, 137.0, 429.0, 170.0, 635.0, 382.0, 604.0, 467.00000001490116)"
-6.126287404265845e-248,-6.126287404265845e-248,-6.126287404265845e-248,-6.126287404265845e-248,-6.126287404265845e-248,-6.126287622829763e-248,-6.126287630543267e-248,-6.126287702540956e-248,-6.126287702540956e-248
