"(436.0, 135.0, 404.0, 224.0, 745.0, 379.0, 645.0, 435.0)","(436.00000001490116, 135.0, 404.0, 224.0, 745.0, 379.0, 645.0, 435.0)","(436.0, 135.00000001490116, 404.0, 224.0, 745.0, 379.0, 645.0, 435.0)","(436.0, 135.0, 404.00000001490116, 224.0, 745.0, 379.0, 645.0, 435.0)","(436.0, 135.0, 404.0, 224.00000001490116, 745.0, 379.0, 645.0, 435.0)","(436.0, 135.0, 404.0, 224.0, 745.0000000149012, 379.0, 645.0, 435.0)","(436.0, 135.0, 404.0, 224.0, 745.0, 379.00000001490116, 645.0, 435.0)","(436.0, 135.0, 404.0, 224.0, 745.0, 379.0, 645.0000000149012, 435.0)","(436.0, 135.0, 404.0, 224.0, 745.0, 379.0, 645.0, 435.00000001490116)"
0,0,0,0,0,0,0,0,0
"(323.0, 186.0, 420.0, 160.0, 749.0, 416.0, 612.0, 460.0)","(323.00000001490116, 186.0, 420.0, 160.0, 749.0, 416.0, 612.0, 460.0)","(323.0, 186.00000001490116, 420.0, 160.0, 749.0, 416.0, 612.0, 460.0)","(323.0, 186.0, 420.00000001490116, 160.0, 749.0, 416.0, 612.0, 460.0)","(323.0, 186.0, 420.0, 160.00000001490116, 749.0, 416.0, 612.0, 460.0)","(323.0, 186.0, 420.0, 160.0, 749.0000000149012, 416.0, 612.0, 460.0)","(323.0, 186.0, 420.0, 160.0, 749.0, 416.00000001490116, 612.0, 460.0)","(323.0, 186.0, 420.0, 160.0, 749.0, 416.0, 612.0000000149012, 460.0)","(323.0, 186.0, 420.0, 160.0, 749.0, 416.0, 612.0, 460.00000001490116)"
-3.1256160391529356e-212,-3.125616087440022e-212,-3.125616087440022e-212,-3.125616087440022e-212,-3.125616087440022e-212,-3.125616087440022e-212,-3.125616127608129e-212,-3.125616216053263e-212,-3.125616216053263e-212
"(380.0, 146.0, 402.0, 159.0, 622.0, 353.0, 695.0, 379.0)","(380.00000001490116, 146.0, 402.0, 159.0, 622.0, 353.0, 695.0, 379.0)","(380.0, 146.00000001490116, 402.0, 159.0, 622.0, 353.0, 695.0, 379.0)","(380.0, 146.0, 402.00000001490116, 159.0, 622.0, 353.0, 695.0, 379.0)","(380.0, 146.0, 402.0, 159.00000001490116, 622.0, 353.0, 695.0, 379.0)","(380.0, 146.0, 402.0, 159.0, 622.0000000149012, 353.0, 695.0, 379.0)","(380.0, 146.0, 402.0, 159.0, 622.0, 353.00000001490116, 695.0, 379.0)","(380.0, 146.0, 402.0, 159.0, 622.0, 353.0, 695.0000000149012, 379.0)","(380.0, 146.0, 402.0, 159.0, 622.0, 353.0, 695.0, 379.00000001490116)"
-2.58e-320,-2.58e-320,-2.58e-320,-2.58e-320,-2.58e-320,-2.58e-320,-2.58e-320,-2.58e-320,-2.58e-320
"(368.0, 197.0, 311.0, 153.0, 608.0, 450.0, 638.0, 363.0)","(368.00000001490116, 197.0, 311.0, 153.0, 608.0, 450.0, 638.0, 363.0)","(368.0, 197.00000001490116, 311.0, 153.0, 608.0, 450.0, 638.0, 363.0)","(368.0, 197.0, 311.00000001490116, 153.0, 608.0, 450.0, 638.0, 363.0)","(368.0, 197.0, 311.0, 153.00000001490116, 608.0, 450.0, 638.0, 363.0)","(368.0, 197.0, 311.0, 153.0, 608.0000000149012, 450.0, 638.0, 363.0)","(368.0, 197.0, 311.0, 153.0, 608.0, 450.00000001490116, 638.0, 363.0)","(368.0, 197.0, 311.0, 153.0, 608.0, 450.0, 638.0000000149012, 363.0)","(368.0, 197.0, 311.0, 153.0, 608.0, 450.0, 638.0, 363.00000001490116)"
-1.1980033866578583e-287,-1.1980033866578583e-287,-1.1980033866578583e-287,-1.1980033884699615e-287,-1.1980033884699615e-287,-1.1980034569725635e-287,-1.1980034569725635e-287,-1.1980034569725635e-287,-1.1980034569725635e-287
"(410.0, 172.0, 444.0, 111.0, 699.0, 362.0, 727.0, 497.0)","(410.00000001490116, 172.0, 444.0, 111.0, 699.0, 362.0, 727.0, 497.0)","(410.0, 172.00000001490116, 444.0, 111.0, 699.0, 362.0, 727.0, 497.0)","(410.0, 172.0, 444.00000001490116, 111.0, 699.0, 362.0, 727.0, 497.0)","(410.0, 172.0, 444.0, 111.00000001490116, 699.0, 362.0, 727.0, 497.0)","(410.0, 172.0, 444.0, 111.0, 699.0000000149012, 362.0, 727.0, 497.0)","(410.0, 172.0, 444.0, 111.0, 699.0, 362.00000001490116, 727.0, 497.0)","(410.0, 172.0, 444.0, 111.0, 699.0, 362.0, 727.0000000149012, 497.0)","(410.0, 172.0, 444.0, 111.0, 699.0, 362.0, 727.0, 497.00000001490116)"
-7.042113433421889e-268,-7.042113433421889e-268,-7.042113433421889e-268,-7.042113433421889e-268,-7.042113441491945e-268,-7.042113510652952e-268,-7.042113831985603e-268,-7.042113831985603e-268,-7.042113831985603e-268
"(426.0, 242.0, 426.0, 186.0, 712.0, 376.0, 731.0, 441.0)","(426.00000001490116, 242.0, 426.0, 186.0, 712.0, 376.0, 731.0, 441.0)","(426.0, 242.00000001490116, 426.0, 186.0, 712.0, 376.0, 731.0, 441.0)","(426.0, 242.0, 426.00000001490116, 186.0, 712.0, 376.0, 731.0, 441.0)","(426.0, 242.0, 426.0, 186.00000001490116, 712.0, 376.0, 731.0, 441.0)","(426.0, 242.0, 426.0, 186.0, 712.0000000149012, 376.0, 731.0, 441.0)","(426.0, 242.0, 426.0, 186.0, 712.0, 376.00000001490116, 731.0, 441.0)","(426.0, 242.0, 426.0, 186.0, 712.0, 376.0, 731.0000000149012, 441.0)","(426.0, 242.0, 426.0, 186.0, 712.0, 376.0, 731.0, 441.00000001490116)"
0,0,0,0,0,0,0,0,0
"(398.0, 120.0, 362.0, 187.0, 631.0, 448.0, 655.0, 432.0)","(398.00000001490116, 120.0, 362.0, 187.0, 631.0, 448.0, 655.0, 432.0)","(398.0, 120.00000001490116, 362.0, 187.0, 631.0, 448.0, 655.0, 432.0)","(398.0, 120.0, 362.00000001490116, 187.0, 631.0, 448.0, 655.0, 432.0)","(398.0, 120.0, 362.0, 187.00000001490116, 631.0, 448.0, 655.0, 432.0)","(398.0, 120.0, 362.0, 187.0, 631.0000000149012, 448.0, 655.0, 432.0)","(398.0, 120.0, 362.0, 187.0, 631.0, 448.00000001490116, 655.0, 432.0)","(398.0, 120.0, 362.0, 187.0, 631.0, 448.0, 655.0000000149012, 432.0)","(398.0, 120.0, 362.0, 187.0, 631.0, 448.0, 655.0, 432.00000001490116)"
-2.788672464951925e-181,-2.788672464951925e-181,-2.788672477828371e-181,-2.788672477828371e-181,-2.788672477828371e-181,-2.788672595015791e-181,-2.788672595015791e-181,-2.788672595015791e-181,-2.788672595015791e-181
"(345.0, 205.0, 423.0, 205.0, 735.0, 386.0, 722.0, 351.0)","(345.00000001490116, 205.0, 423.0, 205.0, 735.0, 386.0, 722.0, 351.0)","(345.0, 205.00000001490116, 423.0, 205.0, 735.0, 386.0, 722.0, 351.0)","(345.0, 205.0, 423.00000001490116, 205.0, 735.0, 386.0, 722.0, 351.0)","(345.0, 205.0, 423.0, 205.00000001490116, 735.0, 386.0, 722.0, 351.0)","(345.0, 205.0, 423.0, 205.0, 735.0000000149012, 386.0, 722.0, 351.0)","(345.0, 205.0, 423.0, 205.0, 735.0, 386.00000001490116, 722.0, 351.0)","(345.0, 205.0, 423.0, 205.0, 735.0, 386.0, 722.0000000149012, 351.0)","(345.0, 205.0, 423.0, 205.0, 735.0, 386.0, 722.0, 351.00000001490116)"
0,0,0,0,0,0,0,0,0
